,max_slope_diff_feature,max_zero_crossing,zero_crossing_count,fft_MAX_AMP1,fft_MAX_AMP2,fft_freq_at_AMP1,fft_freq_at_AMP2,MAX_1_Power_PSD,MAX_2_Power_PSD,Freq_MAX_1_Power_PSD,Bandwidth_at_peaks,coefficient_0,coefficient_1,coefficient_2,coefficient_3,coefficient_4,skewness_of_data,kurtosis_of_data,mean_1,mean_2
0,5749.475395120826,3445.4752674476877,7,40.51195893892726,29.344194141531773,308.57144696372006,617.1428939274401,0.1659005941761192,0.13966886172915818,3744.000223159804,288.0000171661386,159.4614320873302,25.07755324993032,22.720956283295642,167.6317925178189,-27.564244502155056,-0.0613993682729402,-1.2063647843305925,191.47027859107635,132.71428571428572
1,5471.998066664174,3456.000302553204,3,69.80554038806847,12.4005816834835,308.571353852767,617.142707705534,2.7048149706630378,1.7314154108209023,3743.999093413573,287.9999302625829,189.63596313488864,-70.62560288605238,-325.98545250503906,246.77339342370198,197.8676671513104,0.15197340595597914,-1.4927217471407719,114.0,127.57142857142857
2,4895.999751091102,3168.000188827526,3,15.404093763189591,14.490098824792389,617.1428939274401,308.57144696372006,0.18394982650673314,0.14328106177532418,3744.000223159804,288.0000171661386,249.12086540465293,-52.37127110487593,-8.22370174902441,178.66474493093457,-29.73505243871205,-0.5276211050917765,0.5489943481553485,238.6,243.28571428571428
3,5759.999232888423,5759.999184608653,8,9.172438998191309,7.997304287296115,925.7143098541675,617.1428732361117,0.04792306827979471,0.04701915513870353,3744.0000976324104,288.00000751018524,113.9843661539529,17.965137390729904,-73.80608382830242,-49.530278587358126,68.7165768544508,0.23370106821987152,-0.41036700303925944,101.06666666666666,103.64285714285714
4,3744.000290751481,2592.000222086926,3,29.68098429702048,25.514011055528105,308.57144696372006,617.1428939274401,0.1472551229823637,0.10584981118452182,3744.000223159804,288.0000171661386,124.90013892265243,7.138927032305457,-26.10084944793786,170.09447654202495,43.237927650756035,0.2819482921140668,-1.0273276272369356,147.46666666666667,103.78571428571429
5,5184.000308990497,2304.0001759529255,1,59.68580902196529,11.61084560211368,308.57144696372006,617.1428939274401,1.993887662238255,1.813902079261757,3744.000223159804,288.0000171661386,194.2471793514203,21.607810556959837,-261.77711632750396,22.452674928681265,155.44694243969514,0.03614607916600867,-0.9546173135340768,149.46666666666667,127.92857142857143
6,11780.251070464295,10211.801760146851,9,52.3824809246442,11.315182449537783,308.571457309385,1542.857286546925,1.5341363055035335,0.9642223808318885,3744.0003486872047,288.0000268220924,305.2433176210633,64.19217635812375,-217.57273174386592,-203.88210329707965,121.81353875928632,-0.3279155678538799,-0.5417538435109788,269.16544194714777,247.92857142857142
7,5760.0003626346825,5760.0003626346825,3,48.53925006775828,2.906222896956478,308.5714366180558,925.7143098541675,1.3289009531122524,0.9073937926781106,3744.0000976324104,288.00000751018524,231.22988706990836,1.106331286313814,-205.7434923901245,-33.85820486427789,112.37057061433894,0.0930694072919075,-1.367341043989361,182.4,188.57142857142858
8,11807.999226451233,10079.99929726157,4,79.18795305577275,54.75069486487691,308.57144696372006,617.1428939274401,2.3149988564482045,0.9266672805726156,3744.000223159804,288.0000171661386,255.8787429047107,-23.659025110035248,-250.17087472994928,449.67475006773907,139.0424120508353,-1.0594499646148392,-0.598981116728484,239.2,164.85714285714286
9,3456.0002059936646,2015.9998884201468,4,30.239697917911517,19.26816958809205,308.5714366180558,617.1428732361117,0.5285139269373816,0.5207388121358658,3744.0000976324104,288.00000751018524,175.81618560191743,-46.1500878406618,-98.50252248681065,170.36862246082117,35.56442084606609,-1.2541050007798742,1.5835582574025509,156.06666666666666,147.57142857142858
10,5184.00048279761,2304.000146985064,5,39.38001307472265,15.18839660310559,308.57144696372006,617.1428939274401,0.730303142906517,0.46242828454328516,3744.000223159804,288.0000171661386,227.7693776299343,-72.90441826149817,-85.91587846717509,150.28092400509246,0.3258470995493936,-0.6963555787822323,0.4211894435116621,191.93333333333334,209.21428571428572
11,6911.99871253995,4608.0002746582195,9,43.78045201595163,31.457753340110386,308.57136419842567,617.1427283968513,0.1649527554171806,0.07204860581561391,3743.9992189408977,287.99993991853034,194.95098111738878,28.053344513560315,-108.06831617725862,141.78349778052484,94.32447934513898,-0.4745692720441358,-0.8757837696461421,211.13333333333333,147.21428571428572
12,3744.000107288364,1728.0001029968325,2,62.69843904320339,27.377733378754712,308.57136419842567,617.1427283968513,0.24616253327375956,0.031565399819857405,3743.9992189408977,287.99993991853034,167.8219504281437,109.87824265881258,-25.87131730340401,-57.727937212977736,28.616422097982387,0.005295733845505666,-1.2965932871062968,214.06666666666666,118.78571428571429
13,7776.000453829792,3743.9992865325526,4,56.42506304151532,21.758266600308215,308.5714366180558,617.1428732361117,1.2355435404286212,0.2575188069734168,3744.0000976324104,288.00000751018524,212.57948576863592,39.66975837119292,-168.4753499714502,107.60878470674905,83.48854207238699,-0.7801639958128828,-0.9689166272547527,197.53333333333333,149.21428571428572
14,4320.0003057718795,1728.0001029968325,3,32.67240657442967,5.424583906099573,308.571353852767,617.142707705534,0.5763198841404397,0.1907452815543013,3743.999093413573,287.9999302625829,182.08581386374783,18.191464289069255,-105.13060279015643,13.88563968847418,41.37267375340933,-0.342107671533908,-1.0679571104898995,163.0,147.35714285714286
15,11296.977818586118,7896.0389683989815,2,36.61000027756008,13.826721609457126,617.142707705534,925.714061558301,0.587863647598749,0.14495561626693845,3743.999093413573,287.9999302625829,121.51073483009759,76.58546931194223,281.0727796345309,-422.56935389164585,-317.1716063031844,-0.705535780382004,1.872843293079268,148.86666666666667,157.41831900534712
16,5760.000034332342,5760.000034332342,5,35.8170825493732,25.101711254330837,617.1428939274401,308.57144696372006,0.17395726204752965,0.11028894097339172,3744.000223159804,288.0000171661386,244.79031765618822,-51.270800411183394,-0.4703322078577247,282.31952128441674,-41.87609248179666,-1.2990896232173659,1.0900357651981034,255.2,220.92857142857142
17,6623.99956440951,4319.999214649406,3,31.77073383528688,19.835149989863414,306.5279485461907,613.0558970923814,0.5809021826510465,0.33506056696815534,3719.2057756937807,286.092751976445,166.1509573289932,32.946853738415626,-49.43354134476265,-140.48944156107885,-29.426493334123148,-0.28125531285709066,-1.0156093177994334,141.26666666666668,145.57142857142858
18,4608.000178098687,3456.0002059936646,7,11.270111071612146,7.480654200700148,308.57144696372006,617.1428939274401,0.10666256880839445,0.0684955391112221,3744.000223159804,288.0000171661386,72.13598396410995,-36.32668775590815,20.53174909494215,64.91161072996421,-33.97382058516643,1.1053626000716428,0.2972077095870205,64.73333333333333,79.78571428571429
19,2592.0001544952484,-575.9999570846693,1,64.60988599468213,29.12198251743135,308.57136419842567,617.1427283968513,0.18070016383549228,0.016948968527815165,3743.9992189408977,287.99993991853034,186.5137427270337,103.51499538224667,10.782394011851961,1.1335319739261387,-1.4128564933837549,0.12104077989941062,-1.4123394558665396,238.53333333333333,143.21428571428572
20,10079.999442100812,3743.9990741017136,6,38.59991636950516,9.851181344202923,308.571457309385,617.14291461877,0.20142704387610208,0.018386825187391407,3744.0003486872047,288.0000268220924,142.4252356697467,-77.81095700304638,5.464553135830441,35.620395199980685,-32.89766989881137,0.014008695762574238,-1.4447205686324962,111.38944735317841,164.64285714285714
21,13248.00093448169,12672.000755310102,7,63.13205737334528,43.783960660901684,308.57144696372006,617.1428939274401,0.4057487291480763,0.06500415012017521,3744.000223159804,288.0000171661386,132.22815789794976,47.598729049943216,36.970076605432624,220.65903095972988,-45.43443441718883,0.05147755365379428,-1.0994283670625773,182.33333333333334,91.14285714285714
22,4032.000201702129,3743.9994893075173,1,36.16657707136347,16.477708591533837,308.57144696372006,617.1428939274401,0.8405036966197085,0.6761944755165493,3744.000223159804,288.0000171661386,231.94655728031614,-81.54269947189324,-142.0717746910006,249.9237604163737,72.77115084303563,0.0862317483215425,-0.6405839676191403,194.2,206.14285714285714
23,7200.0006319285,5472.000326156636,4,63.056931006358056,9.44025113232417,308.57144696372006,1234.2857878548803,2.1417096116648184,1.350823919297261,3744.000223159804,288.0000171661386,258.77485654232686,-6.87472445811396,-270.57382892894185,-71.1076469908908,151.57266532238103,0.0032063171843133426,-1.4029734832262757,191.4,207.57142857142858
24,17280.001609325558,6912.00041198733,10,69.48499935241801,13.580627650507349,308.57144696372006,617.1428939274401,2.104593130163574,1.050784224953329,3744.000223159804,288.0000171661386,267.69601033278246,-35.9036273618057,-210.1951385389497,-114.66445487614179,75.6625410075499,-0.3096484936192514,-1.5027034841042708,195.0,232.64285714285714
25,3168.0003433227885,1728.0000740289724,3,48.922740035886605,30.37322680967441,308.57144696372006,617.1428939274401,0.24368171641044684,0.22607243695021,3744.000223159804,288.0000171661386,182.86192488800071,39.131061722688884,-100.63667847794397,162.30288675626568,79.30429507298393,-0.5330922867458804,-1.2759390397002597,199.26666666666668,132.64285714285714
26,7488.000446319606,-1439.9997382164688,1,93.62309073208668,27.874545832800717,308.57144696372006,617.1428939274401,0.8104673271725538,0.10809344528634802,3744.000223159804,288.0000171661386,207.32947368400147,211.40323028934606,14.329197106885982,-248.18292903765465,13.283993806919856,0.17989662338824677,-1.5317819716232979,283.2,149.0
27,4608.0002746582195,2592.0001834631103,3,56.19034430645857,9.382305319904084,308.57136419842567,617.1427283968513,0.7170523720266085,0.09436173207515756,3743.9992189408977,287.99993991853034,216.99183780815142,-162.07304405998215,11.242366742548901,235.90939561936548,-35.35697931583612,0.25818026784923187,-1.3917265836819532,176.6,251.92857142857142
28,4320.000257492081,3456.0002059936646,8,24.30477798871457,15.68695420947017,308.57144696372006,617.1428939274401,0.12563472561390102,0.08819637917378192,3744.000223159804,288.0000171661386,103.10648933825719,10.911018819890387,-17.23732189676685,152.12476027772,8.04363287960402,-0.07224914086033651,-1.0965708419760816,113.53333333333333,84.07142857142857
29,5184.000550389385,1728.0000160932761,5,21.333380375077404,6.674034791019779,308.57144696372006,925.7143408911602,0.25811447465356435,0.05768437975153137,3744.000223159804,288.0000171661386,83.25428187887479,-9.016843169694718,80.98673015474573,15.83704284026901,-39.490279120265846,0.6259711296372051,-0.7650114547062654,97.86666666666666,106.0
30,5472.000364780449,0.0,0,71.83708756759866,35.43616329865581,308.57144696372006,617.1428939274401,0.5441399452522885,0.18561546530674689,3744.000223159804,288.0000171661386,233.412581947178,88.06495491602433,-70.22790666795781,81.85775469803365,18.453909256266456,-0.6461810222139909,-0.97543801494737,264.6,165.28571428571428
31,2592.0001544952484,1151.9998369217305,1,36.7893260666969,5.43310422839916,308.571457309385,925.714371928155,0.33261455690333463,0.22940715820743973,3744.0003486872047,288.0000268220924,251.87910948690094,-76.13777390552234,-92.23019912804547,116.40998002721373,46.67511512356688,-0.46536460844582056,-1.1361247196388895,208.93333333333334,251.64285714285714
32,2580.594019179418,1428.5939022350935,4,5.45414207095828,4.70853445518296,617.1428939274401,308.57144696372006,0.051773974007519485,0.01845158425487848,3744.000223159804,288.0000171661386,219.42450243563044,-17.381802487246055,-37.167494518169605,64.68195068656715,31.64627924207201,1.0693810668708568,0.4668641027680587,212.93333333333334,214.28571428571428
33,4608.000351905827,-1440.0000085830854,2,43.74879950933955,28.80548036262132,308.57136419842567,617.1427283968513,0.3852896752420958,0.1264762158608243,3743.9992189408977,287.99993991853034,160.11425770554908,67.95258466521192,-119.81341212062529,8.432438081379724,139.10934529183385,-0.05680189332254822,-1.0480583960994947,181.86666666666667,116.64285714285714
34,13824.000823974658,11808.00016307843,4,44.86269501092613,27.269642779658138,308.57144696372006,925.7143408911602,0.5559731897389069,0.5207652633504977,3744.000223159804,288.0000171661386,278.8350270693884,-75.15978700790448,39.041852867600774,7.099603808891149,-47.384879184265806,0.0917736955148675,-1.0560700324041186,247.53333333333333,316.85714285714283
