737099.722407407,737099.718935185,737099.715462963,737099.711990741,737099.708518518,737099.7050462959,737099.7015740741,737099.6981018521,737099.69462963,737099.691157407,737099.687685185,737099.684212963,737099.680740741,737099.677268518,737099.6737962959,737099.6703240741,737099.6668518521,737099.66337963,737099.659907407,737099.656423611,737099.6529513891,737099.6494791671,737099.646006944,737099.642534722,737099.6390625,737099.635590278,737099.632118056,737099.628645833,737099.625173611,737099.6217013891
737098.611203704,737098.607731481,737098.6042592591,737098.600787037,737098.597314815,737098.593842593,737098.59037037,737098.586898148,737098.5834259259,737098.579953704,737098.576481481,737098.5730092591,737098.569537037,737098.566064815,737098.562592593,737098.55912037,737098.555648148,737098.5521759259,737098.548703704,737098.545231481,737098.5417592591,737098.538287037,737098.534814815,737098.531342593,737098.52787037,737098.524398148,737098.5209259259,737098.517453704,737098.513981481,737098.5105092591
737097.701446759,737097.697974537,737097.694502315,737097.691030093,737097.68755787,737097.6840856479,737097.6806134259,737097.677141204,737097.673668982,737097.670196759,737097.666724537,737097.663252315,737097.659780093,737097.65630787,737097.6528356479,737097.6493634259,737097.645891204,737097.642384259,737097.638912037,737097.635439815,737097.631967593,737097.62849537,737097.625023148,737097.6215509259,737097.6180787041,737097.614606482,737097.611134259,737097.607662037,737097.604189815,737097.600717593
737088.51068287,737088.5072106479,737088.5037384259,737088.500266204,737088.496793982,737088.493321759,737088.489849537,737088.486377315,737088.482905093,737088.47943287,737088.4759606479,737088.4724884259,737088.469016204,737088.465543982,737088.462071759,737088.458599537,737088.455127315,737088.451655093,737088.44818287,737088.4447106479,737088.4412384259,737088.437766204,737088.434293982,737088.430821759,737088.427349537,737088.423877315,737088.420405093,737088.41693287,737088.4134606479,737088.4099884259
737078.683310185,737078.679837963,737078.676365741,737078.672893518,737078.669421296,737078.6659490741,737078.6624768521,737078.65900463,737078.655532407,737078.652060185,737078.648587963,737078.645115741,737078.641643518,737078.638171296,737078.6346990741,737078.6312268521,737078.62775463,737078.624282407,737078.620810185,737078.617337963,737078.613865741,737078.610393518,737078.606921296,737078.6034490741,737078.5999768521,737078.59650463,737078.593032407,737078.589560185,737078.586087963,737078.582615741
737077.641585648,737077.6381134259,737077.634641204,737077.631168981,737077.6276967591,737077.624224537,737077.620752315,737077.617280093,737077.61380787,737077.610335648,737077.6068634259,737077.6033680559,737077.599895833,737077.5964236109,737077.592951389,737077.589479167,737077.5860069441,737077.582534722,737077.5790625,737077.575590278,737077.5721180559,737077.568645833,737077.5651736109,737077.561701389,737077.558229167,737077.5547569441,737077.551284722,737077.5478125,737077.544340278,737077.5408680559
737074.6569212959,737074.653449074,737074.649976852,737074.64650463,737074.643032407,737074.639560185,737074.636087963,737074.632615741,737074.6291435191,737074.6256712959,737074.622199074,737074.618726852,737074.61525463,737074.611782407,737074.608310185,737074.604837963,737074.601365741,737074.5978935191,737074.5944212959,737074.590949074,737074.587476852,737074.58400463,737074.5805208329,737074.5770486109,737074.5735763891,737074.570104167,737074.566631945,737074.563159722,737074.5596875,737074.556215278
737073.6568518521,737073.65337963,737073.649907407,737073.646435185,737073.642962963,737073.639490741,737073.636018518,737073.632546296,737073.6290740741,737073.6256018521,737073.62212963,737073.618657407,737073.615185185,737073.611712963,737073.608240741,737073.604768518,737073.601296296,737073.5978240741,737073.5943518521,737073.59087963,737073.587407407,737073.583935185,737073.580462963,737073.576990741,737073.573518518,737073.570023148,737073.566550926,737073.563078704,737073.559606481,737073.5561342591
737061.604699074,737061.601226852,737061.59775463,737061.5942824071,737061.590810185,737061.5873379629,737061.5838657409,737061.580393519,737061.576921296,737061.573449074,737061.569976852,737061.56650463,737061.5630324071,737061.559560185,737061.5560879629,737061.5526157409,737061.549143519,737061.545671296,737061.542199074,737061.538726852,737061.53525463,737061.5317824071,737061.528310185,737061.5248379629,737061.5213657409,737061.517893519,737061.514421296,737061.510949074,737061.507476852,737061.50400463
737057.66693287,737057.6634606479,737057.6599884259,737057.656516204,737057.653043982,737057.649571759,737057.646099537,737057.642627315,737057.639155093,737057.63568287,737057.6322106479,737057.6287384259,737057.625266204,737057.621793982,737057.618321759,737057.614849537,737057.611377315,737057.607905093,737057.60443287,737057.6009606479,737057.5974884259,737057.594016204,737057.590543982,737057.587071759,737057.583599537,737057.580127315,737057.576655093,737057.57318287,737057.5697106479,737057.5662384259
737053.643101852,737053.63962963,737053.6361574071,737053.632685185,737053.6292129629,737053.6257407409,737053.622268519,737053.6187731479,737053.6153009259,737053.611828704,737053.608356482,737053.604884259,737053.601412037,737053.597939815,737053.594467593,737053.59099537,737053.5875231479,737053.5840509259,737053.580578704,737053.577106482,737053.573634259,737053.570162037,737053.566689815,737053.563217593,737053.55974537,737053.5562731479,737053.5528009259,737053.549328704,737053.545856482,737053.542384259
737048.65556713,737048.652094907,737048.648622685,737048.645150463,737048.641678241,737048.638206018,737048.6347337959,737048.6312615741,737048.6277893521,737048.62431713,737048.620844907,737048.617372685,737048.613900463,737048.610428241,737048.606956018,737048.603472222,737048.6,737048.596527778,737048.593055556,737048.589583333,737048.586111111,737048.5826388891,737048.5791666671,737048.575694444,737048.572222222,737048.56875,737048.565277778,737048.561805556,737048.558333333,737048.554861111
737046.63806713,737046.634594907,737046.631122685,737046.627650463,737046.6241782409,737046.6207060191,737046.6172337959,737046.613761574,737046.610289352,737046.60681713,737046.603344907,737046.599872685,737046.596400463,737046.5929282409,737046.5894560191,737046.585972222,737046.5825,737046.579027778,737046.575555556,737046.5720833329,737046.5686111109,737046.565138889,737046.561666667,737046.558194444,737046.554722222,737046.55125,737046.547777778,737046.544305556,737046.5408333329,737046.5373611109
737032.526377315,737032.5229050929,737032.51943287,737032.515960648,737032.512488426,737032.509016204,737032.505543981,737032.5020717591,737032.4985995371,737032.495127315,737032.4916550929,737032.48818287,737032.484710648,737032.481238426,737032.477766204,737032.474293981,737032.4708217591,737032.4673495371,737032.463877315,737032.4604050929,737032.45693287,737032.453460648,737032.449988426,737032.446516204,737032.443043981,737032.4395717591,737032.4360995371,737032.432627315,737032.4291550929,737032.42568287
737025.6360416671,737025.632569444,737025.629097222,737025.625625,737025.622152778,737025.618680556,737025.615208333,737025.611736111,737025.6082638891,737025.6047916671,737025.601319444,737025.597847222,737025.594375,737025.590902778,737025.587430556,737025.583958333,737025.580486111,737025.5770138891,737025.5735416671,737025.570069444,737025.566597222,737025.563125,737025.559652778,737025.556180556,737025.552708333,737025.549236111,737025.5457638891,737025.5422916671,737025.538819444,737025.535347222
737020.630092593,737020.62662037,737020.623148148,737020.6196759259,737020.616203704,737020.612731481,737020.6092592591,737020.605787037,737020.602314815,737020.598842593,737020.59537037,737020.591875,737020.588402778,737020.5849305559,737020.581458333,737020.5779861109,737020.574513889,737020.571041667,737020.5675694441,737020.564097222,737020.560625,737020.557152778,737020.5536805559,737020.550208333,737020.5467361109,737020.543263889,737020.539791667,737020.5363194441,737020.532847222,737020.529375
737008.669826389,737008.666354167,737008.6628819441,737008.6594097221,737008.6559375,737008.6524652779,737008.6489930559,737008.645520833,737008.642048611,737008.638576389,737008.635104167,737008.6316319441,737008.6281597221,737008.6246875,737008.6212152779,737008.6177430559,737008.614270833,737008.610798611,737008.607326389,737008.603854167,737008.6003819441,737008.5969097221,737008.5934375,737008.5899652779,737008.5864930559,737008.583020833,737008.579548611,737008.576076389,737008.572604167,737008.5691319441
737006.683599537,737006.6801041671,737006.676631944,737006.673159722,737006.6696875,737006.666215278,737006.662743056,737006.659270833,737006.6557986109,737006.6523263891,737006.6488541671,737006.645381944,737006.641909722,737006.6384375,737006.634965278,737006.631493056,737006.628020833,737006.6245486109,737006.6210763891,737006.6176041671,737006.614131944,737006.610659722,737006.6071875,737006.603715278,737006.600243056,737006.596770833,737006.5932986109,737006.5898263891,737006.5863541671,737006.582881944
737000.5965625,737000.593090278,737000.589618056,737000.586145833,737000.5826736109,737000.5792013891,737000.5757291671,737000.572256944,737000.568784722,737000.5653125,737000.561840278,737000.558368056,737000.554895833,737000.5514236109,737000.5479513891,737000.5444791671,737000.541006944,737000.537534722,737000.5340625,737000.530590278,737000.527118056,737000.523645833,737000.5201736109,737000.5167013891,737000.5132291671,737000.509756944,737000.506284722,737000.5028125,737000.499340278,737000.4958564809
736996.6171180559,736996.613645833,736996.610173611,736996.6067013891,736996.603229167,736996.5997569441,736996.596284722,736996.5928125,736996.589340278,736996.5858680559,736996.582395833,736996.578923611,736996.5754513891,736996.571979167,736996.5685069441,736996.565034722,736996.5615625,736996.558090278,736996.5546180559,736996.551145833,736996.547673611,736996.5442013891,736996.540729167,736996.5372569441,736996.533784722,736996.5303125,736996.526840278,736996.5233680559,736996.519895833,736996.516423611
736985.6465509259,736985.643078704,736985.639606482,736985.636134259,736985.632662037,736985.629189815,736985.625717593,736985.62224537,736985.6187731479,736985.6153009259,736985.611828704,736985.608356482,736985.604884259,736985.601412037,736985.597939815,736985.594467593,736985.59099537,736985.5875231479,736985.5840509259,736985.580578704,736985.577106482,736985.573622685,736985.570150463,736985.5666782409,736985.5632060191,736985.5597337959,736985.556261574,736985.552789352,736985.54931713,736985.545844907
736984.670787037,736984.667314815,736984.663842593,736984.66037037,736984.656898148,736984.653425926,736984.6499537041,736984.6464814821,736984.643009259,736984.639537037,736984.636064815,736984.632592593,736984.62912037,736984.625648148,736984.622175926,736984.6187037041,736984.6152314821,736984.611759259,736984.608287037,736984.604814815,736984.601342593,736984.59787037,736984.594398148,736984.590925926,736984.5874537041,736984.5839814821,736984.580509259,736984.577037037,736984.573564815,736984.570092593
736971.7121875,736971.708715278,736971.7052430559,736971.701770833,736971.698298611,736971.6948263891,736971.6913541671,736971.6878819441,736971.684409722,736971.6809375,736971.677465278,736971.6739930559,736971.670520833,736971.667048611,736971.6635763891,736971.6601041671,736971.6566319441,736971.653159722,736971.6496875,736971.646215278,736971.6427430559,736971.639270833,736971.635798611,736971.6323263891,736971.6288541671,736971.6253819441,736971.621898148,736971.618425926,736971.6149537041,736971.6114814809
736969.607881944,736969.604409722,736969.600914352,736969.59744213,736969.593969907,736969.590497685,736969.587025463,736969.583553241,736969.5800810191,736969.5766087959,736969.573136574,736969.569664352,736969.56619213,736969.562719907,736969.559247685,736969.555775463,736969.552303241,736969.5488310191,736969.5453587959,736969.541886574,736969.538414352,736969.53494213,736969.531469907,736969.527997685,736969.524525463,736969.521053241,736969.5175810191,736969.5141087959,736969.510636574,736969.507164352
736968.615752315,736968.612280093,736968.60880787,736968.6053356479,736968.6018634259,736968.598391204,736968.594918981,736968.5914467591,736968.587974537,736968.584502315,736968.581030093,736968.57755787,736968.5740856479,736968.5706134259,736968.567141204,736968.563668981,736968.5601967591,736968.556724537,736968.553252315,736968.549780093,736968.54630787,736968.5428356479,736968.5393634259,736968.535891204,736968.532418981,736968.5289467591,736968.525451389,736968.521979167,736968.5185069441,736968.515034722
736963.666585648,736963.663113426,736963.659641204,736963.656168981,736963.6526967591,736963.6492245371,736963.645752315,736963.6422800929,736963.63880787,736963.635335648,736963.631863426,736963.628391204,736963.624918981,736963.6214467591,736963.6179745371,736963.614502315,736963.6110300929,736963.60755787,736963.604085648,736963.600613426,736963.597141204,736963.593668981,736963.5901967591,736963.5867245371,736963.583252315,736963.5797800929,736963.57630787,736963.572835648,736963.569363426,736963.565891204
736962.562349537,736962.558877315,736962.555405093,736962.55193287,736962.5484606479,736962.5449884259,736962.541516204,736962.538043982,736962.534571759,736962.531099537,736962.527627315,736962.524155093,736962.52068287,736962.5172106479,736962.5137384259,736962.510266204,736962.506793982,736962.503321759,736962.499849537,736962.496377315,736962.492905093,736962.48943287,736962.4859606479,736962.4824884259,736962.479016204,736962.475543982,736962.472071759,736962.468599537,736962.465127315,736962.461655093
736960.6941666671,736960.6906944441,736960.687222222,736960.68375,736960.680277778,736960.6768055559,736960.673333333,736960.669861111,736960.6663888891,736960.6629166671,736960.6594444441,736960.655960648,736960.652488426,736960.649016204,736960.645543981,736960.6420717591,736960.6385995371,736960.635127315,736960.6316550929,736960.62818287,736960.624710648,736960.621238426,736960.617766204,736960.614293981,736960.6108217591,736960.6073495371,736960.603877315,736960.6004050929,736960.59693287,736960.593460648
736959.624641204,736959.621168982,736959.617696759,736959.614224537,736959.610752315,736959.607280093,736959.60380787,736959.6003356479,736959.5968634259,736959.593391204,736959.589918982,736959.586446759,736959.582974537,736959.579502315,736959.576030093,736959.57255787,736959.5690856479,736959.5656134259,736959.562141204,736959.558668982,736959.555196759,736959.551724537,736959.548252315,736959.544780093,736959.54130787,736959.5378356479,736959.5343634259,736959.530891204,736959.527418982,736959.523946759
736958.589849537,736958.586377315,736958.582905093,736958.57943287,736958.575960648,736958.5724884259,736958.5690162041,736958.5655439821,736958.562071759,736958.558599537,736958.555127315,736958.551655093,736958.54818287,736958.544710648,736958.5412384259,736958.5377662041,736958.5342939821,736958.530821759,736958.527349537,736958.523877315,736958.520405093,736958.51693287,736958.513460648,736958.5099884259,736958.5065162041,736958.5030439821,736958.499571759,736958.496099537,736958.492627315,736958.489155093
736953.6659027779,736953.6624305559,736953.658958333,736953.655486111,736953.652013889,736953.648541667,736953.6450694441,736953.6415972221,736953.638125,736953.6346527779,736953.6311805559,736953.627708333,736953.624236111,736953.620763889,736953.617291667,736953.6138194441,736953.6103472221,736953.606875,736953.6034027779,736953.5999305559,736953.596458333,736953.592986111,736953.589513889,736953.586041667,736953.5825694441,736953.5790972221,736953.575625,736953.5721527779,736953.5686805559,736953.565208333
736939.564548611,736939.561076389,736939.557604167,736939.5541319441,736939.5506597221,736939.5471875,736939.5437152779,736939.5402430559,736939.536770833,736939.533298611,736939.529826389,736939.526354167,736939.5228819441,736939.5194097221,736939.5159375,736939.5124652779,736939.5089930559,736939.505520833,736939.502048611,736939.498576389,736939.495104167,736939.4916319441,736939.4881597221,736939.4846875,736939.4812152779,736939.4777430559,736939.474270833,736939.470798611,736939.467326389,736939.463854167
736931.715648148,736931.712175926,736931.7087037041,736931.7052314809,736931.7017592591,736931.6982870371,736931.694814815,736931.6913425929,736931.68787037,736931.684398148,736931.680925926,736931.6774537041,736931.6739814809,736931.6705092591,736931.6670370371,736931.663564815,736931.6600925929,736931.656585648,736931.653113426,736931.649641204,736931.646168981,736931.6426967591,736931.6392245371,736931.635752315,736931.6322800929,736931.62880787,736931.625335648,736931.621863426,736931.618391204,736931.614918981
736925.692731482,736925.689259259,736925.685787037,736925.682314815,736925.678842593,736925.67537037,736925.671898148,736925.6684259259,736925.6649537041,736925.661481482,736925.658009259,736925.654537037,736925.651064815,736925.647592593,736925.64412037,736925.640648148,736925.6371759259,736925.6337037041,736925.630231482,736925.626759259,736925.623287037,736925.619814815,736925.616342593,736925.61287037,736925.609398148,736925.6059259259,736925.6024537041,736925.598981482,736925.595509259,736925.592037037
736921.603310185,736921.599837963,736921.596365741,736921.5928935191,736921.5894212959,736921.585949074,736921.582476852,736921.57900463,736921.575532407,736921.572060185,736921.568587963,736921.565115741,736921.5616435191,736921.5581712959,736921.554699074,736921.551226852,736921.54775463,736921.544282407,736921.540810185,736921.537337963,736921.533865741,736921.5303935191,736921.5269212959,736921.523449074,736921.519976852,736921.51650463,736921.513032407,736921.509560185,736921.506087963,736921.502615741
